transaction_id,customer_id,transaction_date,transaction_type,amount,balance_after,merchant_category,location,description,channel,currency,status
TXN_00040069,CUST_001805,2024-02-21 15:09:39,Deposit,716.12,15126.04994,Restaurant,Kathleenview,View director agency figure.,Online,USD,Completed
TXN_00040070,CUST_002530,2024-09-15 16:47:59,Transfer,-1080.39,18834.82017,Restaurant,Ericaborough,Speech bad can blue listen interest.,Online,USD,Completed
TXN_00040071,CUST_004270,2023-11-04 23:38:02,Payment,-228.8,46087.40195,Transfer,South Benjamin,Section man organization firm travel people food.,Mobile App,USD,Completed
TXN_00040072,CUST_000087,2024-11-21 16:03:31,Deposit,1554.95,36729.80411,Grocery,East Nicoleburgh,Fast us evening his commercial.,Online,USD,Completed
TXN_00040073,CUST_000181,2025-02-22 15:07:10,Withdrawal,-1058.57,49046.32909,Shopping,Richardmouth,Write final for.,Branch,USD,Completed
TXN_00040074,CUST_004051,2024-09-09 00:32:15,Withdrawal,-15.82,19775.21324,Transfer,Port Claudia,Seat several rule cover language.,Online,USD,Completed
TXN_00040075,CUST_003628,2024-11-07 10:06:59,Transfer,-377.35,31372.48371,Transfer,West Robin,Race key those who. Lot agency begin land.,Mobile App,USD,Completed
TXN_00040076,CUST_003830,2025-06-20 09:01:09,Purchase,-130.56,27462.14523,Gas,Lake Paulaville,Dream white research any total economic admit.,Online,USD,Completed
TXN_00040077,CUST_003698,2023-10-26 13:34:20,Transfer,-1236.33,10779.73754,Entertainment,East Mitchell,Again thank hit out.,Online,USD,Completed
TXN_00040078,CUST_000311,2023-11-01 07:18:00,Deposit,2184.35,19331.73204,Transfer,Colemanburgh,Exactly how who room against than visit.,Online,USD,Completed
TXN_00040079,CUST_001781,2025-01-18 19:33:27,Deposit,94.52,20981.86969,Shopping,Carterside,Him pass affect trouble.,ATM,USD,Completed
TXN_00040080,CUST_001180,2025-05-28 19:02:04,Purchase,-705.65,20222.37762,Transfer,Lisafort,Possible history off million offer plan wonder.,Branch,USD,Completed
TXN_00040081,CUST_002467,2025-04-02 09:22:27,Deposit,1681.14,6632.854377,Gas,Santiagobury,Adult smile employee force because occur.,Online,USD,Completed
TXN_00040082,CUST_003266,2023-08-20 08:42:23,Withdrawal,-52.83,24051.6125,Other,Mcleanhaven,Discussion number various drop.,Mobile App,USD,Completed
TXN_00040083,CUST_004696,2024-04-18 11:36:49,Transfer,-1163.09,3838.312377,Shopping,East Stephanie,Suggest detail without real not.,Online,USD,Completed
TXN_00040084,CUST_004139,2024-10-07 07:49:00,Deposit,940.14,35082.48857,Gas,Angelaside,Commercial reason movement until whole.,Mobile App,USD,Completed
TXN_00040085,CUST_000374,2023-09-03 23:04:05,Transfer,-13.49,23281.76949,Healthcare,South Linda,Cultural early thing near color road.,Online,USD,Completed
TXN_00040086,CUST_004487,2023-10-12 23:02:04,Withdrawal,-201.21,44232.77384,Healthcare,West Anna,Letter reflect partner practice.,Online,USD,Completed
TXN_00040087,CUST_003607,2025-05-28 03:11:11,Transfer,-1130.39,22997.92338,Gas,Leebury,Green mind poor finish allow soldier.,Mobile App,USD,Completed
TXN_00040088,CUST_001529,2025-08-02 11:46:15,Payment,-199.38,20543.59283,Transfer,Bradyside,Resource personal today assume best attack enter.,Online,USD,Pending
TXN_00040089,CUST_000618,2024-02-17 15:58:06,Withdrawal,-1073.43,5539.069818,Shopping,Hallshire,Late decide whole article him.,Branch,USD,Pending
TXN_00040090,CUST_000579,2025-08-11 06:05:36,Deposit,825.86,27277.60036,Healthcare,South Troyview,Expect rate action feel fly spend.,Mobile App,USD,Completed
TXN_00040091,CUST_002871,2024-01-26 05:28:53,Transfer,-1124.81,13726.34154,Shopping,Shaunmouth,Exist to red answer.,ATM,USD,Completed
TXN_00040092,CUST_003060,2024-12-14 18:40:20,Transfer,-1170.57,47633.47264,Gas,New Mariaton,War born animal bring expert.,Mobile App,USD,Completed
TXN_00040093,CUST_002359,2023-12-31 19:42:17,Withdrawal,-376.05,21577.21847,Shopping,Port Annettechester,Add me opportunity spend might new.,ATM,USD,Completed
TXN_00040094,CUST_000151,2025-07-30 16:54:54,Withdrawal,-273.58,38708.94177,Gas,Yangburgh,Congress green main.,Branch,USD,Pending
TXN_00040095,CUST_001279,2024-05-06 20:02:49,Transfer,-83.4,42459.78243,Grocery,Travisborough,Offer political ball head.,Online,USD,Completed
TXN_00040096,CUST_001778,2024-10-02 15:23:43,Transfer,-139.06,3185.362466,Grocery,South David,Blood become store meet.,ATM,USD,Completed
TXN_00040097,CUST_002698,2024-03-22 03:21:15,Payment,-693.28,19678.19545,Shopping,Garciaborough,Law unit leader nearly manager report.,Mobile App,USD,Completed
TXN_00040098,CUST_003772,2025-02-01 23:55:45,Deposit,234.85,7873.767117,Shopping,Geraldview,Next teach world less experience choice analysis.,Mobile App,USD,Completed
TXN_00040099,CUST_001243,2024-01-23 23:29:42,Transfer,-554,40673.20352,Other,Port Brandon,Phone choose leg fear model.,Branch,USD,Completed
TXN_00040100,CUST_001671,2024-09-28 05:57:50,Deposit,1809.91,41364.23132,Shopping,South Dawnshire,Suffer federal heavy one at interview.,Mobile App,USD,Completed
TXN_00040101,CUST_003018,2023-12-26 02:53:37,Transfer,-133.88,43318.11997,Transfer,Meaganshire,Maybe partner book discussion identify.,Online,USD,Completed
TXN_00040102,CUST_001580,2023-12-04 07:46:20,Withdrawal,-19.68,17749.2815,Restaurant,West Christian,Indeed finish high company quite avoid.,ATM,USD,Completed
TXN_00040103,CUST_002026,2023-11-21 17:35:56,Deposit,199.68,1631.791246,Transfer,Port Maria,Statement set collection anything serve.,ATM,USD,Completed
TXN_00040104,CUST_001349,2025-05-13 11:43:31,Purchase,-373.57,20528.60898,Entertainment,Port Erik,Prepare even she data wait use.,Online,USD,Completed
TXN_00040105,CUST_003763,2024-06-21 04:53:50,Withdrawal,-123.71,3686.190066,Shopping,Port Danashire,Top work you on him in series.,ATM,USD,Completed
TXN_00040106,CUST_003373,2025-06-04 12:46:40,Payment,-185.48,14806.49468,Shopping,Makaylahaven,All not choose beyond apply movie.,ATM,USD,Pending
TXN_00040107,CUST_000554,2024-02-18 02:49:59,Transfer,-130.8,27540.48403,Restaurant,Tonychester,Meeting subject weight area offer hundred.,Branch,USD,Completed
TXN_00040108,CUST_002260,2024-06-06 11:30:30,Transfer,-909.96,10976.25419,Entertainment,Michaelchester,Mr card walk hair.,Mobile App,USD,Pending
TXN_00040109,CUST_003363,2024-10-09 08:26:16,Deposit,1858.8,46731.06799,Other,Vickiburgh,Require green simple him.,Mobile App,USD,Completed
TXN_00040110,CUST_001186,2024-11-09 09:54:26,Purchase,-127.85,13306.18386,Restaurant,New Daniel,State significant account spend.,Online,USD,Completed
TXN_00040111,CUST_000750,2024-08-15 01:47:19,Deposit,361.57,45674.53082,Shopping,Amandamouth,Even available old bed factor suggest.,Online,USD,Completed
TXN_00040112,CUST_002412,2024-08-22 21:06:21,Payment,-239.33,44125.87755,Transfer,West Susan,Serve such star term local stock language.,Mobile App,USD,Completed
TXN_00040113,CUST_001576,2024-01-13 08:37:39,Transfer,-235.38,40808.32898,Other,Marshville,Industry boy nice peace see subject energy.,Branch,USD,Completed
TXN_00040114,CUST_001914,2023-08-30 19:19:38,Payment,-36.33,9455.457326,Shopping,Emilyville,Simple write market series get.,Mobile App,USD,Completed
TXN_00040115,CUST_002476,2024-10-01 18:32:52,Deposit,213.97,40518.01546,Shopping,North Scottton,Apply glass minute offer.,Mobile App,USD,Completed
TXN_00040116,CUST_002010,2023-10-25 12:43:45,Purchase,-217.2,18316.47426,Shopping,South Miguel,Across detail forward visit church.,Branch,USD,Pending
TXN_00040117,CUST_004260,2024-08-07 04:15:02,Purchase,-135.61,2918.427233,ATM,Williamborough,Test choice face dinner create thought also.,Online,USD,Failed
TXN_00040118,CUST_001329,2025-01-21 19:47:35,Deposit,18.41,38357.15873,Shopping,Weaverfort,Another majority personal history.,Mobile App,USD,Completed
TXN_00040119,CUST_004018,2024-04-09 21:31:24,Purchase,-290.01,18814.51651,Grocery,Richardberg,May simply sell best.,Online,USD,Completed
TXN_00040120,CUST_004038,2025-03-23 16:08:05,Withdrawal,-494.53,26357.11468,Restaurant,North Amberville,Land level side whose stage.,Mobile App,USD,Completed
TXN_00040121,CUST_004911,2024-02-20 17:06:12,Transfer,-919.28,22180.61306,Shopping,Mcculloughview,Worker heavy skill southern available.,Online,USD,Completed
TXN_00040122,CUST_000945,2023-10-22 23:53:18,Transfer,-577.81,20609.2907,Other,Sparksland,Someone study certainly gas magazine serve.,Branch,USD,Completed
TXN_00040123,CUST_001980,2023-12-07 02:17:46,Purchase,-55.21,5135.047479,Shopping,Marybury,Such wide high value recently.,Mobile App,USD,Completed
TXN_00040124,CUST_004183,2025-04-11 15:53:26,Transfer,-252.29,10742.31618,Shopping,East Hayleyfort,Such law too. Degree value speak.,ATM,USD,Completed
TXN_00040125,CUST_001652,2024-11-20 13:58:15,Withdrawal,-166.71,48380.39487,Grocery,Jeromeview,Few country theory eat race.,Online,USD,Completed
TXN_00040126,CUST_002737,2024-02-03 15:45:07,Payment,-139.56,45773.70047,Shopping,New Jessicabury,Training effort time star.,ATM,USD,Completed
TXN_00040127,CUST_004562,2025-06-06 06:01:19,Transfer,-1872.48,21158.88303,Other,West Karen,Protect away thousand certain lead simple.,Online,USD,Completed
TXN_00040128,CUST_003674,2025-03-22 06:51:02,Deposit,905.2,20123.61474,Grocery,New Thomas,Decide notice suggest large per job.,Online,USD,Pending
TXN_00040129,CUST_002720,2024-07-26 12:05:04,Deposit,60.87,37039.48151,Transfer,South Warrenton,Suggest sense third.,Online,USD,Failed
TXN_00040130,CUST_002981,2025-02-21 10:45:36,Transfer,-776.5,31270.352,Grocery,Smithton,Where phone effort nice share itself city assume.,Branch,USD,Completed
TXN_00040131,CUST_003038,2023-12-05 23:40:44,Deposit,39.62,14927.67129,Gas,Port Josephchester,Itself prove popular drop family.,Branch,USD,Completed
TXN_00040132,CUST_004492,2024-07-14 23:40:06,Deposit,665.25,9092.858624,Gas,New Laura,People happy industry risk discover interest.,Mobile App,USD,Completed
TXN_00040133,CUST_002575,2023-09-16 17:43:10,Transfer,-324.47,15660.29243,Entertainment,South Kaylachester,Try prove ball land quite sport.,Online,USD,Completed
TXN_00040134,CUST_004999,2025-01-13 16:25:29,Payment,-690.16,13363.9968,Restaurant,New Keith,Recognize form kind power. Happy at as foot.,Branch,USD,Completed
TXN_00040135,CUST_004601,2023-12-13 20:37:44,Deposit,82.25,6048.758463,Other,Chadstad,Voice east fund game serious.,ATM,USD,Completed
TXN_00040136,CUST_004195,2025-07-07 18:05:02,Transfer,-78.18,36807.5438,Restaurant,East Lukeside,Name fund wrong night wait house total.,Mobile App,USD,Completed
TXN_00040137,CUST_001437,2024-02-27 04:06:30,Payment,-138.84,19269.97095,Shopping,Ronaldmouth,Situation Mr cell official newspaper.,ATM,USD,Pending
TXN_00040138,CUST_000543,2024-10-31 07:11:04,Withdrawal,-475.26,35282.15859,ATM,Grayfort,Structure yourself leader.,ATM,USD,Completed
TXN_00040139,CUST_002275,2024-11-13 13:06:29,Deposit,3709.8,546.0417587,Healthcare,North Christopher,Personal water management protect sea.,Mobile App,USD,Completed
TXN_00040140,CUST_003817,2024-09-12 10:43:45,Payment,-373.78,24367.942,Entertainment,Cainmouth,Something approach assume clearly whole.,Mobile App,USD,Completed
TXN_00040141,CUST_003147,2024-04-27 12:33:29,Deposit,1069.84,36870.20021,Healthcare,East Normanville,Help camera plant past sure pay.,Online,USD,Completed
TXN_00040142,CUST_004794,2024-08-06 21:56:43,Deposit,410.03,907.4536623,Shopping,East Sydneyside,Unit catch choice decade.,Online,USD,Completed
TXN_00040143,CUST_002504,2024-12-28 09:20:07,Payment,-81.5,3873.323904,Entertainment,Lake Samantha,Body from opportunity believe instead drive kid.,Online,USD,Completed
TXN_00040144,CUST_001177,2025-07-07 09:14:42,Deposit,551.28,48238.57896,Shopping,Snowfort,Person how truth.,ATM,USD,Completed
TXN_00040145,CUST_000021,2024-02-01 04:22:23,Purchase,-221.82,49308.48152,Grocery,Allenmouth,Former data tough region Mr.,Online,USD,Completed
TXN_00040146,CUST_002445,2025-06-30 11:26:27,Transfer,-59.5,14592.17832,Entertainment,Lake Davidhaven,Various some thing various bed take.,Mobile App,USD,Completed
TXN_00040147,CUST_001640,2024-07-02 20:28:33,ATM Withdrawal,-60,5880.699452,Entertainment,Cruzport,Public chair compare reason since security.,Online,USD,Failed
TXN_00040148,CUST_004951,2025-04-27 08:03:11,Transfer,-562.91,3080.716677,Other,New Thomas,Wear detail place.,Online,USD,Completed
TXN_00040149,CUST_004995,2023-08-20 13:40:36,Transfer,-654.85,48126.9356,Gas,North Victor,Table history have rich already.,Mobile App,USD,Pending
TXN_00040150,CUST_000746,2023-08-22 08:49:19,Withdrawal,-542.43,6059.004348,Shopping,New Melanieside,President dog big across help without.,ATM,USD,Completed
TXN_00040151,CUST_000407,2025-06-14 15:00:06,Purchase,-19.45,24063.03368,Entertainment,East Teresa,The reflect recently strategy data civil.,Mobile App,USD,Completed
TXN_00040152,CUST_001152,2024-07-20 05:57:35,Payment,-117.8,38536.59518,Grocery,Williamsshire,Skin Mr figure part maybe.,Mobile App,USD,Pending
TXN_00040153,CUST_000696,2024-04-25 13:44:14,Deposit,36.87,49703.09435,Entertainment,Sandrastad,Clear record writer middle. Floor machine field.,Online,USD,Completed
TXN_00040154,CUST_001704,2025-05-04 20:34:50,Deposit,811,38385.5659,Shopping,West Hunter,Bed week behind evidence.,Online,USD,Completed
TXN_00040155,CUST_002062,2025-04-26 12:41:50,Payment,-34.49,33406.0778,Grocery,Shawborough,Finally audience strategy in military.,Branch,USD,Pending
TXN_00040156,CUST_000270,2025-02-06 21:23:17,Payment,-437.93,34301.57461,Shopping,South Matthew,Create walk after.,Mobile App,USD,Completed
TXN_00040157,CUST_003749,2023-09-03 09:19:35,Transfer,-468.77,2071.141346,Grocery,Phelpschester,Enjoy guy former reach continue.,Branch,USD,Completed
TXN_00040158,CUST_001622,2024-02-07 18:56:19,Transfer,-210.71,6612.243547,Shopping,Port Amanda,Tax size without material wind less.,Online,USD,Completed
TXN_00040159,CUST_001943,2023-10-24 10:16:57,Transfer,-225.38,18889.51204,Grocery,Louisfurt,Apply feel ask personal. Thing quickly into.,ATM,USD,Completed
TXN_00040160,CUST_000631,2024-06-10 13:45:39,Transfer,-723.75,20720.4671,Grocery,North Todd,Of run line yard seat financial.,Online,USD,Completed
TXN_00040161,CUST_003710,2025-02-24 11:00:26,Payment,-22.4,36650.69476,Transfer,Sandraville,Western employee operation what card.,Branch,USD,Completed
TXN_00040162,CUST_001811,2024-01-26 20:24:19,Transfer,-2396.87,49079.22076,Transfer,Taylorfort,New against clearly institution pay apply say.,Mobile App,USD,Pending
TXN_00040163,CUST_001929,2024-06-28 06:09:45,Deposit,620.28,9816.678213,Transfer,Lake Gabrielbury,Red message imagine over line player across.,Mobile App,USD,Completed
TXN_00040164,CUST_001921,2025-06-14 10:39:27,Transfer,-1330.89,1862.325543,Gas,South Tammy,President book nation hit.,Online,USD,Completed
TXN_00040165,CUST_004271,2024-08-09 03:40:31,Withdrawal,-2036.25,4111.274587,Shopping,North Michaelshire,Poor stage blood financial and compare.,Online,USD,Completed
TXN_00040166,CUST_001070,2024-02-07 17:46:17,Deposit,686.76,21609.55572,Transfer,Tonyafort,Quickly language still other.,Online,USD,Completed
TXN_00040167,CUST_002246,2024-12-03 06:05:57,Purchase,-295.56,1410.766455,Entertainment,North Heidifort,Member final difference accept.,Branch,USD,Completed
TXN_00040168,CUST_002195,2024-07-03 10:13:19,Payment,-172.5,42147.49296,Other,Port Clarencestad,East catch act.,Branch,USD,Completed
TXN_00040169,CUST_000107,2024-04-11 15:20:30,ATM Withdrawal,-300,41053.16229,Other,Brianmouth,Challenge likely ready from cultural mouth.,Online,USD,Completed
TXN_00040170,CUST_000026,2024-04-02 18:28:46,Deposit,164.13,21936.06417,Grocery,Stoutbury,Under laugh entire hospital magazine design idea.,Branch,USD,Completed
TXN_00040171,CUST_004948,2025-04-05 17:39:02,Payment,-128.69,1695.059678,Grocery,Ayalaborough,Both perform sport everyone.,Online,USD,Completed
TXN_00040172,CUST_004170,2024-07-25 12:59:44,Deposit,2350.18,14580.49605,Other,East Angela,Whatever language collection help small.,Online,USD,Completed
TXN_00040173,CUST_000705,2024-05-16 08:35:31,Withdrawal,-311.05,12319.03933,Entertainment,West Amandachester,Tonight music activity performance month.,ATM,USD,Completed
TXN_00040174,CUST_003944,2024-06-23 14:15:05,Deposit,165.89,43109.33855,Shopping,North Benjamin,Light other remember.,Online,USD,Completed
TXN_00040175,CUST_001752,2025-08-04 18:50:15,Deposit,1790.49,16129.52319,Grocery,West Kathleen,Seem over data quite. Force nothing paper recent.,ATM,USD,Completed
TXN_00040176,CUST_003501,2024-04-27 02:41:05,Withdrawal,-524.6,47405.51855,Grocery,Port Sierrafurt,Worker game boy production field.,Mobile App,USD,Completed
TXN_00040177,CUST_004221,2025-08-11 07:22:37,Withdrawal,-204.17,13367.52393,Restaurant,East Paula,Partner land establish from girl.,ATM,USD,Completed
TXN_00040178,CUST_004461,2024-06-15 05:00:48,Deposit,1283.13,31156.78434,Restaurant,Thomasmouth,Same place memory community.,Online,USD,Completed
TXN_00040179,CUST_002367,2024-09-25 18:07:23,Purchase,-160.34,31456.74962,Healthcare,West Susanport,Serve ago but side often through.,Online,USD,Completed
TXN_00040180,CUST_001829,2024-01-23 06:21:22,Payment,-585.28,19364.32023,Shopping,Tarafort,Adult election not through.,Online,USD,Completed
TXN_00040181,CUST_000048,2025-06-21 18:55:57,Deposit,1690.69,35886.70257,Transfer,West Jeffrey,Agent simply song.,Mobile App,USD,Completed
TXN_00040182,CUST_004450,2024-05-16 18:19:47,ATM Withdrawal,-200,23373.53305,Grocery,Hoganborough,Place person eye war herself. Seek across word.,Online,USD,Completed
TXN_00040183,CUST_000483,2024-07-06 18:25:51,Withdrawal,-811.42,45848.4173,Shopping,New Tomshire,Black property expert other.,Mobile App,USD,Completed
TXN_00040184,CUST_004632,2023-10-09 17:19:43,Transfer,-157.78,646.0462259,ATM,East Steven,Water above animal hand sense clearly difference.,Mobile App,USD,Completed
TXN_00040185,CUST_003314,2024-07-08 02:02:51,Withdrawal,-36.66,47583.49931,Other,South Hannah,Add perform spring yeah research.,Online,USD,Completed
TXN_00040186,CUST_004530,2025-07-29 08:06:52,Payment,-710.21,1976.475631,Healthcare,New Erica,Star agree cultural yourself on today.,Online,USD,Completed
TXN_00040187,CUST_002922,2024-04-06 19:48:01,Payment,-235.44,574.1303103,Restaurant,Jaredstad,Social together there page.,ATM,USD,Failed
TXN_00040188,CUST_001010,2023-09-16 01:06:09,Deposit,192.57,20970.63268,Shopping,New Jenniferview,Next leader prevent class eye rock.,Online,USD,Completed
TXN_00040189,CUST_001338,2024-09-16 18:36:26,Purchase,-190.37,23444.55943,Other,Keithside,Forward watch discuss other maybe outside.,ATM,USD,Completed
TXN_00040190,CUST_002828,2024-03-04 03:50:05,Purchase,-13.54,15533.91544,Other,Lake Linda,Key city spend character although call.,Online,USD,Completed
TXN_00040191,CUST_000703,2025-06-22 12:54:00,Deposit,130.48,9280.31238,Healthcare,North Daniel,Difficult involve total option born my.,Mobile App,USD,Completed
TXN_00040192,CUST_000171,2024-01-29 01:53:32,Transfer,-808.35,48103.46205,Grocery,West Christopher,Full just despite age hear ok tough.,Online,USD,Completed
TXN_00040193,CUST_001467,2025-04-30 07:35:47,Transfer,-423.95,22224.67433,Gas,New Davidmouth,Democrat site author now western maintain crime.,Online,USD,Completed
TXN_00040194,CUST_003886,2024-09-23 21:16:23,Withdrawal,-363.14,48970.63706,Restaurant,West Aaronfort,Forget decide player. Mission former try their.,Mobile App,USD,Completed
TXN_00040195,CUST_004751,2025-02-21 20:06:38,Withdrawal,-291.08,18086.40796,Transfer,Port Stacey,Study describe three poor usually tonight.,Online,USD,Completed
TXN_00040196,CUST_002253,2025-06-30 09:16:53,Deposit,840.32,22877.19895,Other,New Dianaport,Civil leg would four. Worry study several unit.,Online,USD,Completed
TXN_00040197,CUST_000907,2025-06-14 07:09:28,Deposit,1273.81,33737.43365,Shopping,South Cheyenneville,Defense sense wrong research must.,ATM,USD,Completed
TXN_00040198,CUST_002798,2024-06-30 13:38:31,Transfer,-37.7,24748.78334,Transfer,Sullivanberg,Want poor live check.,ATM,USD,Completed
TXN_00040199,CUST_000581,2024-09-24 00:52:56,Withdrawal,-146.34,22421.95729,Shopping,Lake Jacobbury,And word career hit resource other.,Mobile App,USD,Failed
TXN_00040200,CUST_001105,2025-03-01 07:44:11,Deposit,962.91,24465.38538,Other,Fordbury,City national public audience bit fire mother.,Mobile App,USD,Completed
TXN_00040201,CUST_004173,2023-11-21 01:28:32,Transfer,-434.54,38188.04741,Gas,West Christine,East by want all yard soon possible church.,ATM,USD,Pending
TXN_00040202,CUST_000935,2024-12-04 08:29:59,Transfer,-707.98,38264.28923,Shopping,Jenniferville,Go husband nor such fill without society deep.,ATM,USD,Completed
TXN_00040203,CUST_004610,2024-12-07 05:49:01,Payment,-66.45,13635.13807,Restaurant,Gibbshaven,Matter another system deep teacher.,Online,USD,Completed
TXN_00040204,CUST_001296,2024-12-05 05:18:37,Transfer,-192.18,41269.3645,Other,Pagestad,Much term certain cut a challenge speak.,Online,USD,Failed
TXN_00040205,CUST_004478,2025-04-12 18:31:14,Transfer,-1126.03,46945.35144,Gas,Lake Patrickshire,Scientist whole me team somebody recently.,Mobile App,USD,Failed
TXN_00040206,CUST_004988,2023-11-15 09:55:51,Withdrawal,-1022.17,44675.41568,Shopping,Port James,Evening air administration administration.,Online,USD,Completed
TXN_00040207,CUST_001948,2025-03-20 11:45:59,Withdrawal,-970.68,48008.74212,ATM,Blairstad,Hundred shake again. Able analysis move.,Branch,USD,Completed
TXN_00040208,CUST_004500,2023-12-24 20:14:33,Deposit,1881.4,22414.64196,Grocery,Mooretown,Describe ten stock agent majority.,ATM,USD,Completed
TXN_00040209,CUST_003437,2025-06-23 10:44:15,Deposit,1954.88,15608.18282,Shopping,Jeffreyberg,Forward enjoy on. Fish more sound capital think.,Mobile App,USD,Completed
TXN_00040210,CUST_000250,2023-12-30 20:30:25,Payment,-35.33,505.4411281,Shopping,New Bryan,Marriage whether space sometimes need direction.,Online,USD,Failed
TXN_00040211,CUST_002678,2025-06-29 12:03:14,Withdrawal,-298.29,21633.6348,Healthcare,West Amanda,Than cold special safe risk including.,Mobile App,USD,Completed
TXN_00040212,CUST_004190,2024-04-30 17:26:46,Withdrawal,-186.32,43651.2399,Shopping,North Beckystad,Full else green accept.,Online,USD,Completed
TXN_00040213,CUST_004493,2023-10-20 16:56:42,Withdrawal,-4.74,46309.44783,Shopping,Holmesport,Though base next about.,ATM,USD,Completed
TXN_00040214,CUST_001778,2023-08-22 08:31:15,Transfer,-490.34,32890.42593,Grocery,Wilkinsonhaven,Decision add but prove.,ATM,USD,Completed
TXN_00040215,CUST_004590,2023-12-24 13:13:10,Transfer,-464.76,25006.51144,Shopping,South Curtisland,Another watch grow history return watch low.,Mobile App,USD,Completed
TXN_00040216,CUST_004562,2023-08-30 05:46:32,Deposit,230.92,28404.05733,Shopping,Brownborough,Spend education subject sea.,Mobile App,USD,Completed
TXN_00040217,CUST_003202,2024-08-01 04:53:43,Withdrawal,-680.84,48931.26254,Healthcare,Davidtown,Hard compare cup write man kid situation shake.,Online,USD,Completed
TXN_00040218,CUST_004504,2023-12-15 06:58:05,Withdrawal,-735.14,15441.5761,Gas,Wolfemouth,Radio weight very. Lay tend hot.,ATM,USD,Completed
TXN_00040219,CUST_002492,2024-06-25 11:38:20,Purchase,-41.19,27798.31998,Restaurant,Lake Stevenville,Reduce last good range write.,Mobile App,USD,Completed
TXN_00040220,CUST_004993,2024-09-10 15:57:01,Withdrawal,-39.26,18985.38833,Grocery,Brianville,Within indicate media other wife.,Online,USD,Completed
TXN_00040221,CUST_003686,2024-10-16 22:04:53,Transfer,-45.54,16659.19132,Shopping,Jerryborough,North school understand onto spend low certainly.,ATM,USD,Completed
TXN_00040222,CUST_004132,2025-06-10 07:52:11,Withdrawal,-8.05,45759.52156,Grocery,Lake Kevinborough,Charge child cold edge note floor be.,Mobile App,USD,Completed
TXN_00040223,CUST_000525,2024-03-26 11:32:10,Withdrawal,-101.97,19555.59983,Shopping,New Angelaville,Indeed get remember responsibility.,Mobile App,USD,Completed
TXN_00040224,CUST_000715,2023-12-25 18:28:38,Purchase,-275.75,12441.69994,Restaurant,Zavalaburgh,Enjoy look bit party which.,ATM,USD,Completed
TXN_00040225,CUST_003474,2024-09-13 08:54:39,Withdrawal,-214.59,49160.58888,Restaurant,South Walter,Too want about. Let pass market shake least.,Mobile App,USD,Completed
TXN_00040226,CUST_003762,2025-06-21 20:41:10,Deposit,1254.35,37813.12179,Shopping,South Johnberg,Body trouble toward.,ATM,USD,Completed
TXN_00040227,CUST_002712,2024-02-15 16:53:40,Withdrawal,-22.57,23467.5236,Gas,West Jennifershire,Seem old author line put sit more.,Mobile App,USD,Completed
TXN_00040228,CUST_004642,2024-08-12 11:13:48,Transfer,-165.93,29770.70708,Restaurant,West Timothyhaven,Also marriage card affect evening.,Online,USD,Completed
TXN_00040229,CUST_004368,2024-04-30 20:25:48,Transfer,-136.79,31541.67354,Restaurant,Seanton,Mean war production trial idea.,Online,USD,Pending
TXN_00040230,CUST_004959,2023-08-20 12:56:45,Purchase,-80.99,21911.89759,Shopping,Lake Robert,Business explain answer east.,Branch,USD,Completed
TXN_00040231,CUST_002442,2025-01-13 12:48:56,Withdrawal,-132.6,109.4457362,Shopping,Lake Patricktown,Really she amount hour set.,Branch,USD,Completed
TXN_00040232,CUST_000587,2024-12-18 19:35:59,Withdrawal,-151,40297.10258,Shopping,North Matthewstad,Of size project single.,Branch,USD,Completed
TXN_00040233,CUST_002300,2025-03-05 23:25:29,Purchase,-194.36,47955.02673,Restaurant,Port Courtneybury,Dinner job eight. Bank build nature market.,Online,USD,Completed
TXN_00040234,CUST_000904,2024-09-13 14:54:30,Withdrawal,-522.92,28152.0726,Gas,Thomashaven,Reflect red turn understand risk.,ATM,USD,Pending
TXN_00040235,CUST_000181,2024-12-17 19:32:30,Deposit,515.87,22714.304,Gas,Wallacehaven,Matter clearly phone tree.,ATM,USD,Completed
TXN_00040236,CUST_000726,2025-07-12 00:52:46,Withdrawal,-260.16,43545.76613,Gas,Lake Kevin,Save hundred usually raise cut.,Branch,USD,Completed
TXN_00040237,CUST_004779,2025-06-08 11:02:52,Payment,-44.08,46718.07196,Entertainment,Bakerhaven,Must wind election cold including.,ATM,USD,Pending
TXN_00040238,CUST_002396,2025-02-09 00:31:39,ATM Withdrawal,-200,6371.570876,Gas,Patrickmouth,Early analysis art test walk second yes.,Online,USD,Completed
TXN_00040239,CUST_001029,2025-06-24 23:55:24,Transfer,-618.53,19517.59098,Shopping,Smithburgh,Ask issue capital quickly while.,Online,USD,Completed
TXN_00040240,CUST_003402,2024-12-20 17:58:53,Purchase,-13.97,29201.68395,Other,South Nicholasside,Sound end instead. Home describe raise push.,Mobile App,USD,Pending
TXN_00040241,CUST_002693,2025-06-19 22:40:20,Payment,-462.77,18731.64109,Healthcare,Smithberg,Somebody suggest character activity plant let.,Online,USD,Completed
TXN_00040242,CUST_002797,2024-11-26 10:02:28,Payment,-62.97,11274.08388,Entertainment,Lake Rayside,Side perform employee poor nature.,Online,USD,Completed
TXN_00040243,CUST_001465,2024-10-28 00:21:32,Transfer,-868.06,31667.04246,Shopping,Josephport,Congress case sport bar mind reduce around.,Mobile App,USD,Completed
